Family,Genus,CommonName,Species,Species (ITIS),IUCN,Pop_T,IUCN_Evaluation,IUCN&Pop_T_Refs,Realm,Realm_refs
Lepilemuridae,Lepilemur,Mittermeier_s_Sportive_Lemur,Lepilemur_mittermeieri,Lepilemur_mittermeieri,EN,D,2012,227,Madagascar,976
Lepilemuridae,Lepilemur,Weasel_Sportive_Lemur,Lepilemur_mustelinus,Lepilemur_mustelinus,NT,D,2012,227,Madagascar,976
Lepilemuridae,Lepilemur,Ambodimahabibo_Sportive_Lemur,Lepilemur_otto,Lepilemur_otto,EN,D,2012,227,Madagascar,976
Lepilemuridae,Lepilemur,Petter_s_Sportive_Lemur,Lepilemur_petteri,Lepilemur_petteri,VU,D,2012,227,Madagascar,976
Lepilemuridae,Lepilemur,Bemaraha_Sportive_Lemur,Lepilemur_randrianasoloi,Lepilemur_randrianasoloi,EN,D,2012,227,Madagascar,976
Lepilemuridae,Lepilemur,Red_tailed_Sportive_Lemur,Lepilemur_ruficaudatus,Lepilemur_ruficaudatus,VU,D,2012,227,Madagascar,976
Lepilemuridae,Lepilemur,Sahamalaza_Sportive_Lemur,Lepilemur_sahamalazensis,Lepilemur_sahamalazensis,CR,D,2012,227,Madagascar,976
Lepilemuridae,Lepilemur,Masoala_Sportive_Lemur,Lepilemur_scottorum,Lepilemur_scottorum,EN,D,2012,227,Madagascar,976
Lepilemuridae,Lepilemur,Seal_s_Sportive_Lemur,Lepilemur_seali,Lepilemur_seali,VU,D,2012,227,Madagascar,976
Lepilemuridae,Lepilemur,Sahafary_Sportive_Lemur,Lepilemur_septentrionalis,Lepilemur_septentrionalis,CR,D,2012,227,Madagascar,976
Lepilemuridae,Lepilemur,Nosy_Be_Sportive_Lemur,Lepilemur_tymerlachsoni,Lepilemur_tymerlachsoni,CR,D,2012,227,Madagascar,976
Lepilemuridae,Lepilemur,Wright_s_Sportive_Lemur,Lepilemur_wrightae,Lepilemur_wrightae,EN,D,2012,227,Madagascar,976
Cercopithecidae,Lophocebus,Gray_cheeked_Mangabey,Lophocebus_albigena,Lophocebus_albigena,LC,D,2008,227,M_Africa,976
Cercopithecidae,Lophocebus,Northern_Black_Crested_Mangabey,Lophocebus_aterrimus,Lophocebus_aterrimus,NT,D,2008,227,M_Africa,976
Cercopithecidae,Lophocebus,Johnston_s_Mangabey,Lophocebus_johnstoni,NA,LC,NA,NA,227,M_Africa,976
Cercopithecidae,Lophocebus,Southern_Back_Crested_Mangabey,Lophocebus_opdenboschi,NA,DD,D,2008,227,M_Africa,976
Cercopithecidae,Lophocebus,Rusty_mantled_Mangabey,Lophocebus_osmani,NA,LC,NA,NA,227,M_Africa,976
Cercopithecidae,Lophocebus,Ugandan_Crested_Mangabey,Lophocebus_ugandae,NA,NE,NA,NA,227,M_Africa,976
Lorisidae,Loris,Gray_Slender_Loris,Loris_lydekkerianus,Loris_lydekkerianus,LC,D,2008,227,Asia,976
Lorisidae,Loris,Red_Slender_Loris,Loris_tardigradus,Loris_tardigradus,EN,D,2008,227,Asia,976
Cercopithecidae,Macaca,Stump_tailed_Macaque,Macaca_arctoides,Macaca_arctoides,VU,D,2008,227,Asia,976
Cercopithecidae,Macaca,Assamese_Macaque,Macaca_assamensis,Macaca_assamensis,NT,D,2008,227,Asia,976
Cercopithecidae,Macaca,Taiwanese_Macaque,Macaca_cyclopis,Macaca_cyclopis,LC,S,2008,227,Asia,976
Cercopithecidae,Macaca,Long_tailed_Macaque,Macaca_fascicularis,Macaca_fascicularis,LC,D,2008,227,Asia,976
Cercopithecidae,Macaca,Japanese_Macaque,Macaca_fuscata,Macaca_fuscata,LC,S,2008,227,Asia,976
Cercopithecidae,Macaca,Heck_s_Macaque,Macaca_hecki,Macaca_hecki,VU,D,2008,227,Asia,976
Cercopithecidae,Macaca,Northern_Pig_tailed_Macaque,Macaca_leonina,Macaca_leonina,VU,D,2008,227,Asia,976
Cercopithecidae,Macaca,White_cheeked_Macaque,Macaca_leucogenys,Macaca_leucogenys,NE,NA,NA,227,Asia,976
Cercopithecidae,Macaca,Moor_Macaque,Macaca_maura,Macaca_maura,EN,D,2008,227,Asia,976
Cercopithecidae,Macaca,Rhesus_Macaque,Macaca_mulatta,Macaca_mulatta,LC,NA,2008,227,Asia,976
Cercopithecidae,Macaca,Arunachal_Macaque,Macaca_munzala,Macaca_munzala,EN,D,2008,227,Asia,976
Cercopithecidae,Macaca,Sunda_Pig_tailed_Macaque,Macaca_nemestrina,Macaca_nemestrina,VU,D,2008,227,Asia,976
Cercopithecidae,Macaca,Crested_Macaque,Macaca_nigra,Macaca_nigra,CR,D,2008,227,Asia,976
Cercopithecidae,Macaca,Gorontalo_Macaque,Macaca_nigrescens,Macaca_nigrescens,VU,D,2008,227,Asia,976
Cercopithecidae,Macaca,Booted_Macaque,Macaca_ochreata,Macaca_ochreata,VU,D,2008,227,Asia,976
Cercopithecidae,Macaca,Pagai_Macaque,Macaca_pagensis,Macaca_pagensis,CR,D,2008,227,Asia,976
Cercopithecidae,Macaca,Bonnet_Macaque,Macaca_radiata,Macaca_radiata,LC,D,2008,227,Asia,976
Cercopithecidae,Macaca,Siberut_Macaque,Macaca_siberu,Macaca_siberu,VU,D,2008,227,Asia,976
Cercopithecidae,Macaca,Lion_tailed_Macaque,Macaca_silenus,Macaca_silenus,EN,D,2008,227,Asia,976
Cercopithecidae,Macaca,Toque_Macaque,Macaca_sinica,Macaca_sinica,EN,D,2008,227,Asia,976
Cercopithecidae,Macaca,Barbary_Macaque,Macaca_sylvanus,Macaca_sylvanus,EN,D,2008,227,M_Africa,976
Cercopithecidae,Macaca,Tibetan_Macaque,Macaca_thibetana,Macaca_thibetana,NT,D,2008,227,Asia,976
Cercopithecidae,Macaca,Tonkean_Macaque,Macaca_tonkeana,Macaca_tonkeana,VU,D,2008,227,Asia,976
Cercopithecidae,Mandrillus,Drill,Mandrillus_leucophaeus,Mandrillus_leucophaeus,EN,NA,2008,227,M_Africa,976
Cercopithecidae,Mandrillus,Mandrill,Mandrillus_sphinx,Mandrillus_sphinx,VU,NA,2008,227,M_Africa,976
Callitrichidae,Mico,Rio_Acarí_Marmoset,Mico_acariensis,Mico_acariensis,LC,NA,2015,227,Neotropics,976
Callitrichidae,Mico,Silvery_Marmoset,Mico_argentatus,Mico_argentatus,LC,D,2015,227,Neotropics,976
Callitrichidae,Mico,Golden_white_Tassel_ear_Marmoset,Mico_chrysoleucos,Mico_chrysoleucos,LC,NA,2015,227,Neotropics,976
Callitrichidae,Mico,Snethlage_s_Marmoset,Mico_emiliae,Mico_emiliae,LC,NA,2015,227,Neotropics,976
Callitrichidae,Mico,Santarém_Marmoset,Mico_humeralifer,Mico_humeralifer,DD,NA,2008,227,Neotropics,976
Callitrichidae,Mico,Black_crowned_Dwarf_Marmoset,NA,Mico_humilis,NA,NA,NA,NA,NA,NA
Callitrichidae,Mico,Rio_Aripuanã_Marmoset,Mico_intermedius,Mico_intermedius,LC,D,2015,227,Neotropics,976
Callitrichidae,Mico,Golden_white_Bare_ear_Marmoset,Mico_leucippe,Mico_leucippe,VU,D,2008,227,Neotropics,976
Callitrichidae,Mico,Marca_s_Marmoset,Mico_marcai,Mico_marcai,DD,NA,2015,227,Neotropics,976
Callitrichidae,Mico,Maués_Marmoset,Mico_mauesi,Mico_mauesi,LC,S,2008,227,Neotropics,976
Callitrichidae,Mico,Black_tailed_Marmoset,Mico_melanurus,Mico_melanurus,LC,NA,2008,227,Neotropics,976
Callitrichidae,Mico,Black_headed_Marmoset,Mico_nigriceps,Mico_nigriceps,DD,NA,2008,227,Neotropics,976
Callitrichidae,Mico,Rondon_s_Marmoset,Mico_rondoni,Mico_rondoni,VU,D,2008,227,Neotropics,976
Callitrichidae,Mico,Sateré_Marmoset,Mico_saterei,Mico_saterei,LC,NA,2015,227,Neotropics,976
Cheirogaleidae,Microcebus,Montagne_d_Ambre_Mouse_Lemur,Microcebus_arnholdi,Microcebus_arnholdi,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Madame_Berthe_s_Mouse_Lemur,Microcebus_berthae,Microcebus_berthae,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Bongolava_Mouse_Lemur,Microcebus_bongolavensis,Microcebus_bongolavensis,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus, Nosy_Boraha_Mouse_Lemur,NA,Microcebus_boraha,NA,NA,NA,NA,NA,NA
Cheirogaleidae,Microcebus,Ambarijeby_Mouse_Lemur,Microcebus_danfossi,Microcebus_danfossi,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Ganzhorn's_Mouse_Lemur,NA,Microcebus_ganzhorni,NA,NA,NA,NA,NA,NA
Cheirogaleidae,Microcebus,Gerp_s_Mouse_Lemur,Microcebus_gerpi,Microcebus_gerpi,CR,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Gray_brown_Mouse_Lemur,Microcebus_griseorufus,Microcebus_griseorufus,LC,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Jolly_s_Mouse_Lemur,Microcebus_jollyae,Microcebus_jollyae,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Goodman_s_Mouse_Lemur,Microcebus_lehilahytsara,Microcebus_lehilahytsara,VU,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Anjiahely_Mouse_Lemur,Microcebus_macarthurii,Microcebus_macarthurii,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Nosy_Be_Mouse_Lemur,Microcebus_mamiratra,Microcebus_mamiratra,CR,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Bemanasy_Mouse_Lemur,NA,Microcebus_manitatra,NA,NA,NA,NA,NA,NA
Cheirogaleidae,Microcebus,Margot_Marsh_s_Mouse_Lemur,Microcebus_margotmarshae,Microcebus_margotmarshae,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Marohita_Mouse_Lemur,Microcebus_marohita,Microcebus_marohita,CR,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Mittermeier_s_Mouse_Lemur,Microcebus_mittermeieri,Microcebus_mittermeieri,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Gray_Mouse_Lemur,Microcebus_murinus,Microcebus_murinus,LC,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Peters_s_Mouse_Lemur,Microcebus_myoxinus,Microcebus_myoxinus,VU,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Golden_brown_Mouse_Lemur,Microcebus_ravelobensis,Microcebus_ravelobensis,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Rufous_Mouse_Lemur,Microcebus_rufus,Microcebus_rufus,VU,D,NA,227,Madagascar,976
Cheirogaleidae,Microcebus,Sambirano_Mouse_Lemur,Microcebus_sambiranensis,Microcebus_sambiranensis,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Simmons_s_Mouse_Lemur,Microcebus_simmonsi,Microcebus_simmonsi,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Microcebus,Anosi_Mouse_lemur,Microcebus_tanosi,Microcebus_tanosi,NE,NA,NA,227,Madagascar,976
Cheirogaleidae,Microcebus,Tavaratra_Mouse_Lemur,Microcebus_tavaratra,Microcebus_tavaratra,VU,D,2012,227,Madagascar,976
Cercopithecidae,Miopithecus,Northern_Talapoin_Monkey,Miopithecus_ogouensis,Miopithecus_ogouensis,LC,S,2008,227,M_Africa,976
Cercopithecidae,Miopithecus,Southern_Talapoin_Monkey,Miopithecus_talapoin,Miopithecus_talapoin,LC,NA,2008,227,M_Africa,976
Cheirogaleidae,Mirza,Coquerel_s_Giant_Mouse_Lemur,Mirza_coquereli,Mirza_coquereli,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Mirza,Northern_Giant_Mouse_Lemur,Mirza_zaza,Mirza_zaza,EN,D,2012,227,Madagascar,976
Cercopithecidae,Nasalis,Proboscis_Monkey,Nasalis_larvatus,Nasalis_larvatus,EN,D,2008,227,Asia,976
Hylobatidae,Nomascus,Northern_Yellow_cheeked_Crested_Gibbon,Nomascus_annamensis,Nomascus_annamensis,NE,NA,NA,227,Asia,976
Hylobatidae,Nomascus,Western_Black_Crested_Gibbon,Nomascus_concolor,Nomascus_concolor,CR,D,2008,227,Asia,976
Hylobatidae,Nomascus,Southern_Yellow_cheeked_Crested_Gibbon,Nomascus_gabriellae,Nomascus_gabriellae,EN,D,2008,227,Asia,976
Hylobatidae,Nomascus,Hainan_Crested_Gibbon,Nomascus_hainanus,Nomascus_hainanus,CR,S,2008,227,Asia,976
Hylobatidae,Nomascus,Northern_White_cheeked_Crested_Gibbon,Nomascus_leucogenys,Nomascus_leucogenys,CR,D,2008,227,Asia,976
Hylobatidae,Nomascus,Eastern_Black_Crested_Gibbon,Nomascus_nasutus,Nomascus_nasutus,CR,D,2008,227,Asia,976
Hylobatidae,Nomascus,Southern_White_cheeked_Crested_Gibbon,Nomascus_siki,Nomascus_siki,EN,D,2008,227,Asia,976
Lorisidae,Nycticebus,Bangka_Slow_Loris,Nycticebus_bancanus,Nycticebus_bancanus,NE,NA,NA,227,Asia,976
Lorisidae,Nycticebus,Bengal_Slow_Loris,Nycticebus_bengalensis,Nycticebus_bengalensis,VU,D,2008,227,Asia,976
Lorisidae,Nycticebus,Bornean_Slow_Loris,Nycticebus_borneanus,Nycticebus_borneanus,NE,NA,NA,227,Asia,976
Lorisidae,Nycticebus,Sunda_Slow_Loris,Nycticebus_coucang,Nycticebus_coucang,VU,D,2008,227,Asia,976
Lorisidae,Nycticebus,Javan_Slow_Loris,Nycticebus_javanicus,Nycticebus_javanicus,CR,D,2013,227,Asia,976
Lorisidae,Nycticebus,Kayan_River_Slow_Loris,Nycticebus_kayan,Nycticebus_kayan,NE,NA,NA,227,Asia,976
Lorisidae,Nycticebus,Philippine_Slow_Loris,Nycticebus_menagensis,Nycticebus_menagensis,VU,D,2008,227,Asia,976
Lorisidae,Nycticebus,Pygmy_Slow_Loris,Nycticebus_pygmaeus,Nycticebus_pygmaeus,VU,D,2008,227,Asia,976
Galagidae,Otolemur,Thick_tailed_Greater_Galago,Otolemur_crassicaudatus,Otolemur_crassicaudatus,LC,S,2008,227,M_Africa,976
Galagidae,Otolemur,Garnett_s_Greater_Galago,Otolemur_garnettii,Otolemur_garnettii,LC,S,2008,227,M_Africa,976
Hominidae,Pan,Bonobo,Pan_paniscus,Pan_paniscus,EN,D,2008,227,M_Africa,976
Hominidae,Pan,Chimpanzee,Pan_troglodytes,Pan_troglodytes,EN,D,2016,227,M_Africa,976
Cercopithecidae,Papio,Olive_Baboon,Papio_anubis,Papio_anubis,LC,I,2008,227,M_Africa,976
Cercopithecidae,Papio,Yellow_Baboon,Papio_cynocephalus,Papio_cynocephalus,LC,S,2008,227,M_Africa,976
Cercopithecidae,Papio,Hamadryas_Baboon,Papio_hamadryas,Papio_hamadryas,LC,I,NA,227,M_Africa,976
Cercopithecidae,Papio,Kinda_Baboon,Papio_kindae,Papio_kindae,LC,S,2008,227,M_Africa,976
Cercopithecidae,Papio,Guinea_Baboon,Papio_papio,Papio_papio,NT,NA,2008,227,M_Africa,976
Cercopithecidae,Papio,Chacma_Baboon,Papio_ursinus,Papio_ursinus,LC,S,2008,227,M_Africa,976
Galagidae,Paragalago,Kenya_Coast_Dwarf_Galago,NA,Paragalago_cocos,NA,NA,NA,NA,NA,NA
Galagidae,Paragalago,Mozambique_Dwarf_Galago,NA,Paragalago _granti,NA,NA,NA,NA,NA,NA
Galagidae,Paragalago,Mountain_Dwarf_Galago,NA,Paragalago_orinus,NA,NA,NA,NA,NA,NA
Galagidae,Paragalago,Rondo_Dwarf_Galago,NA,Paragalago_rondoensis,NA,NA,NA,NA,NA,NA
Galagidae,Paragalago,Tanzania_Coast_Dwarf_Galago,NA,Paragalago_zanzibaricus,NA,NA,NA,NA,NA,NA
Lorisidae,Perodicticus,Milne_Edwards_s_Potto,Perodicticus_edwardsi,Perodicticus_edwardsi,LC,S,2008,227,M_Africa,976
Lorisidae,Perodicticus,East_African_Potto,Perodicticus_ibeanus,Perodicticus_ibeanus,LC,S,NA,227,M_Africa,976
Lorisidae,Perodicticus,West_African_Potto,Perodicticus_potto,Perodicticus_potto,LC,S,2008,227,M_Africa,976
Cheirogaleidae,Phaner,Montagne_D__Ambre_Fork_marked_Lemur,Phaner_electromontis,Phaner_electromontis,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Phaner,Masoala_Fork_marked_Lemur,Phaner_furcifer,Phaner_furcifer,VU,D,2012,227,Madagascar,976
Cheirogaleidae,Phaner,Pale_Fork_marked_Lemur,Phaner_pallescens,Phaner_pallescens,EN,D,2012,227,Madagascar,976
Cheirogaleidae,Phaner,Sambirano_Fork_marked_Lemur,Phaner_parienti,Phaner_parienti,EN,D,2012,227,Madagascar,976
Cercopithecidae,Piliocolobus,Upper_Guinea_Red_Colobus,Piliocolobus_badius,Piliocolobus_badius,EN,D,2008,227,M_Africa,976
Cercopithecidae,Piliocolobus,Bouvier_s_Red_Colobus,Piliocolobus_bouvieri,Piliocolobus_bouvieri,CR,NA,2008,227,M_Africa,976
Cercopithecidae,Piliocolobus,Niger_Delta_Red_Colobus,Piliocolobus_epieni,Piliocolobus_epieni,CR,D,2008,227,M_Africa,976
Cercopithecidae,Piliocolobus,Foa_s_Red_Colobus,Piliocolobus_foai,Piliocolobus_foai,NE,NA,NA,227,M_Africa,976
Cercopithecidae,Piliocolobus,Udzungwa_Red_Colobus,Piliocolobus_gordonorum,Piliocolobus_gordonorum,EN,D,2008,227,M_Africa,976
Cercopithecidae,Piliocolobus,Zanzibar_Red_Colobus,Piliocolobus_kirkii,Piliocolobus_kirkii,EN,D,2008,227,M_Africa,976
Cercopithecidae,Piliocolobus,Lang_s_Red_Colobus,Piliocolobus_langi,Piliocolobus_langi,NE,NA,NA,227,M_Africa,976
Cercopithecidae,Piliocolobus,NA,NA,Piliocolobus_lulindicus,NA,NA,NA,NA,NA,NA
Cercopithecidae,Piliocolobus,Oustalet_s_Red_Colobus,Piliocolobus_oustaleti,Piliocolobus_oustaleti,LC,D,2008,227,M_Africa,976
Cercopithecidae,Piliocolobus,Lomami_Red_Colobus,Piliocolobus_parmentieri,Piliocolobus_parmentieri,NE,NA,NA,227,M_Africa,976
Cercopithecidae,Piliocolobus,Pennant_s_Red_Colobus,Piliocolobus_pennantii,Piliocolobus_pennantii,EN,D,2008,227,M_Africa,976
Cercopithecidae,Piliocolobus,Preuss_s_Red_Colobus,Piliocolobus_preussi,Piliocolobus_preussi,CR,D,2008,227,M_Africa,976
Cercopithecidae,Piliocolobus,Tana_River_Red_Colobus,Piliocolobus_rufomitratus,Piliocolobus_rufomitratus,EN,D,2008,227,M_Africa,976
Cercopithecidae,Piliocolobus,Semliki_Red_Colobus,Piliocolobus_semlikiensis,Piliocolobus_semlikiensis,NE,NA,NA,227,M_Africa,976
Cercopithecidae,Piliocolobus,Temminick_s_Red_Colobus,Piliocolobus_temminckii,NA,EN,D,2008,227,M_Africa,976
Cercopithecidae,Piliocolobus,Ashy_Red_Colobus,Piliocolobus_tephrosceles,Piliocolobus_tephrosceles,EN,D,2008,227,M_Africa,976
Cercopithecidae,Piliocolobus,Tshuapa_Red_Colobus,Piliocolobus_tholloni,Piliocolobus_tholloni,NT,D,2008,227,M_Africa,976
Cercopithecidae,Piliocolobus,Miss_Waldron_s_Red_Colobus,Piliocolobus_waldronae,Piliocolobus_waldronae,CR,D,2008,227,M_Africa,976
Pitheciidae,Pithecia,Equatorial_Saki,Pithecia_aequatorialis,Pithecia_aequatorialis,LC,D,2015,227,Neotropics,976
Pitheciidae,Pithecia,Buffy_Saki,Pithecia_albicans,Pithecia_albicans,LC,D,2015,227,Neotropics,976
Pitheciidae,Pithecia,Cazuza_s_Saki,Pithecia_cazuzai,Pithecia_cazuzai,NE,NA,NA,227,Neotropics,976
Pitheciidae,Pithecia,Golden_faced_Saki,Pithecia_chrysocephala,Pithecia_chrysocephala,LC,NA,2015,227,Neotropics,976
Pitheciidae,Pithecia,Hairy_Saki,Pithecia_hirsuta,Pithecia_hirsuta,NE,NA,NA,227,Neotropics,976
Pitheciidae,Pithecia,Burnished_Saki,Pithecia_inusta,Pithecia_inusta,NE,NA,NA,227,Neotropics,976
Pitheciidae,Pithecia,Gray_s_Bald_faced_Saki,Pithecia_irrorata,Pithecia_irrorata,LC,NA,NA,227,Neotropics,976
Pitheciidae,Pithecia,Isabel_s_Saki,Pithecia_isabela,Pithecia_isabela,NE,NA,NA,227,Neotropics,976
Pitheciidae,Pithecia,Miller_s_Saki,Pithecia_milleri,Pithecia_milleri,DD,NA,2008,227,Neotropics,976
Pitheciidae,Pithecia,Mittermeier_s_Tapajós_Saki,Pithecia_mittermeieri,Pithecia_mittermeieri,NE,NA,NA,227,Neotropics,976
Pitheciidae,Pithecia,Monk_Saki,Pithecia_monachus,Pithecia_monachus,LC,NA,2015,227,Neotropics,976
Pitheciidae,Pithecia,Napo_Saki,Pithecia_napensis,Pithecia_napensis,NE,NA,NA,227,Neotropics,976
Pitheciidae,Pithecia,Pissinatti_s_Bald_faced_Saki,Pithecia_pissinattii,Pithecia_pissinattii,NE,NA,NA,227,Neotropics,976
Pitheciidae,Pithecia,White_faced_saki,Pithecia_pithecia,Pithecia_pithecia,LC,NA,2015,227,Neotropics,976
Pitheciidae,Pithecia,Rylands__Bald_faced_Saki,Pithecia_rylandsi,Pithecia_rylandsi,NE,NA,NA,227,Neotropics,976
Pitheciidae,Pithecia,Vanzolini’s_Bald_faced_Saki,Pithecia_vanzolinii,Pithecia_vanzolinii,DD,NA,2015,227,Neotropics,976
Pitheciidae,Plecturocebus,Madidi_Titi,Plecturocebus_aureipalatii,Plecturocebus_aureipalatii,LC,S,2015,227,Neotropics,976
Pitheciidae,Plecturocebus,Lake_Baptista_Titi,Plecturocebus_baptista,Plecturocebus_baptista,LC,NA,2015,227,Neotropics,976
Pitheciidae,Plecturocebus,Prince_Bernhard_s_Titi,Plecturocebus_bernhardi,Plecturocebus_bernhardi,LC,NA,2015,227,Neotropics,976
Pitheciidae,Plecturocebus,Brown_Titi,Plecturocebus_brunneus,Plecturocebus_brunneus,LC,NA,2008,227,Neotropics,976
Pitheciidae,Plecturocebus,Chestnut_bellied_Titi,Plecturocebus_caligatus,Plecturocebus_caligatus,LC,NA,2015,227,Neotropics,976
Pitheciidae,Plecturocebus,Caquetá_Titi,Plecturocebus_caquetensis,Plecturocebus_caquetensis,CR,D,2011,227,Neotropics,976
Pitheciidae,Plecturocebus,Ashy_Titi,Plecturocebus_cinerascens,Plecturocebus_cinerascens,LC,NA,2015,227,Neotropics,976
Pitheciidae,Plecturocebus,Coppery_Titi,Plecturocebus_cupreus,Plecturocebus_cupreus,LC,NA,NA,227,Neotropics,976
Pitheciidae,Plecturocebus,Red_crowned_Titi,Plecturocebus_discolor,Plecturocebus_discolor,LC,NA,2015,227,Neotropics,976
Pitheciidae,Plecturocebus,White_eared_Titi,Plecturocebus_donacophilus,Plecturocebus_donacophilus,LC,D,2015,227,Neotropics,976
Pitheciidae,Plecturocebus,Hoffmann_s_Titi,Plecturocebus_hoffmannsi,Plecturocebus_hoffmannsi,LC,NA,2015,227,Neotropics,976
Pitheciidae,Plecturocebus,Milton´s_titi_monkey,Plecturocebus_miltoni,Plecturocebus_miltoni,NE,NA,NA,227,Neotropics,976
Pitheciidae,Plecturocebus,Rio_Beni_Titi,Plecturocebus_modestus,Plecturocebus_modestus,EN,D,2008,227,Neotropics,976
Pitheciidae,Plecturocebus,Red_bellied_Titi,Plecturocebus_moloch,Plecturocebus_moloch,LC,NA,2008,227,Neotropics,976
Pitheciidae,Plecturocebus,San_Martín_Titi,Plecturocebus_oenanthe,Plecturocebus_oenanthe,CR,D,2011,227,Neotropics,976
Pitheciidae,Plecturocebus,Olalla_s_Titi,Plecturocebus_olallae,Plecturocebus_olallae,EN,D,2008,227,Neotropics,976
Pitheciidae,Plecturocebus,Ornate_Titi,Plecturocebus_ornatus,Plecturocebus_ornatus,VU,D,2008,227,Neotropics,976
Pitheciidae,Plecturocebus,Pale_Titi,Plecturocebus_pallescens,Plecturocebus_pallescens,LC,S,2008,227,Neotropics,976
Pitheciidae,Plecturocebus,Stephen_Nash_s_Titi,Plecturocebus_stephennashi,Plecturocebus_stephennashi,DD,NA,2015,227,Neotropics,976
Pitheciidae,Plecturocebus,Toppin’s_Titi,Plecturocebus_toppini,Plecturocebus_toppini,NE,NA,NA,227,Neotropics,976
Pitheciidae,Plecturocebus,Urubamba_Brown_Titi,Plecturocebus_urubambensis,Plecturocebus_urubambensis,NE,NA,NA,227,Neotropics,976
Pitheciidae,Plecturocebus,Vieira_s_Titi,Plecturocebus_vieirai,Plecturocebus_vieirai,NE,NA,NA,227,Neotropics,976
Hominidae,Pongo,Sumatran_Orangutan,Pongo_abelii,Pongo_abelii,CR,D,2017,227,Asia,976
Hominidae,Pongo,Bornean_Orangutan,Pongo_pygmaeus,Pongo_pygmaeus,CR,D,2017,227,Asia,976
Hominidae,Pongo,Tapanuli_Orangutan,NA,Pongo_tapanuliensis,CR,D,2017,228,Asia,976
Cercopithecidae,Presbytis,Black_and_white_Langur,Presbytis_bicolor,Presbytis_bicolor,DD,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Miller_s_Langur,Presbytis_canicrus,Presbytis_canicrus,EN,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Cross_marked_Langur,Presbytis_chrysomelas,Presbytis_chrysomelas,CR,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Javan_Langur,Presbytis_comata,Presbytis_comata,EN,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Banded_Langur,Presbytis_femoralis,Presbytis_femoralis,NT,D,2008,227,Asia,976
Cercopithecidae,Presbytis,White_fronted_Langur,Presbytis_frontata,Presbytis_frontata,VU,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Hose_s_Langur,Presbytis_hosei,Presbytis_hosei,VU,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Black_crested_Sumatran_Langur,Presbytis_melalophos,Presbytis_melalophos,EN,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Mitered_Langur,Presbytis_mitrata,Presbytis_mitrata,EN,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Natuna_Islands_Langur,Presbytis_natunae,Presbytis_natunae,VU,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Mentawai_Langur,Presbytis_potenziani,Presbytis_potenziani,EN,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Maroon_Langur,Presbytis_rubicunda,Presbytis_rubicunda,LC,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Sabah_Grizzled_Langur,Presbytis_sabana,Presbytis_sabana,EN,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Pale_thighed_Langur,Presbytis_siamensis,Presbytis_siamensis,NT,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Siberut_Langur,Presbytis_siberu,Presbytis_siberu,EN,D,2008,227,Asia,976
Cercopithecidae,Presbytis,Black_Sumatran_Langur,Presbytis_sumatrana,Presbytis_sumatrana,EN,D,NA,227,Asia,976
Cercopithecidae,Presbytis,Thomas_s_Langur,Presbytis_thomasi,Presbytis_thomasi,VU,D,2008,227,Asia,976
Cercopithecidae,Procolobus,Olive_Colobus,Procolobus_verus,Procolobus_verus,NT,NA,2008,227,M_Africa,976
Lemuridae,Prolemur,Greater_Bamboo_Lemur,Prolemur_simus,Prolemur_simus,CR,D,2012,227,Madagascar,976
Indriidae,Propithecus,Silky_Sifaka,Propithecus_candidus,Propithecus_candidus,CR,D,2012,227,Madagascar,976
